Point Number , Temperature ,Uncertainty,,,,,
1517,53.231296,0.060564329,,,,,
1518,53.248896,0.060584428,,,,,
1519,53.548085,0.060926097,,,,,
1520,53.548085,0.060926097,,,,,
1521,53.671281,0.061066785,,,,,
1522,53.248896,0.060584428,,,,,
1523,53.618483,0.06100649,,,,,
1524,53.530486,0.060905999,,,,,
1525,53.196097,0.060524132,,,,,
1526,53.178498,0.060504034,,,,,
1527,53.196097,0.060524132,,,,,
1528,53.196097,0.060524132,,,,,
1529,53.548085,0.060926097,,,,,
1530,53.442489,0.060805508,,,,,
1531,53.160899,0.060483937,,,,,
1532,53.548085,0.060926097,,,,,
1533,53.495287,0.060865802,,,,,
1534,53.424889,0.060785409,,,,,
1535,53.1257,0.06044374,,,,,
1536,53.460088,0.060825606,,,,,
1537,53.143299,0.060463838,,,,,
1538,53.477688,0.060845705,,,,,
1539,53.108101,0.060423642,,,,,
1540,53.442489,0.060805508,,,,,
1541,53.460088,0.060825606,,,,,
1542,53.424889,0.060785409,,,,,
1543,53.108101,0.060423642,,,,,
1544,53.442489,0.060805508,,,,,
1545,53.072902,0.060383446,,,,,
1546,53.090501,0.060403543,,,,,
1547,53.40729,0.060765311,,,,,
1548,53.40729,0.060765311,,,,,
1549,53.424889,0.060785409,,,,,
1550,53.020104,0.060323151,,,,,
1551,53.072902,0.060383446,,,,,
1552,53.055302,0.060363347,,,,,
1553,53.372091,0.060725115,,,,,
1554,53.055302,0.060363347,,,,,
1555,53.055302,0.060363347,,,,,
1556,52.984905,0.060282954,,,,,
1557,53.020104,0.060323151,,,,,
1558,53.020104,0.060323151,,,,,
1559,53.020104,0.060323151,,,,,
1560,53.548085,0.060926097,,,,,
1561,53.284094,0.060624623,,,,,
1562,53.002504,0.060303052,,,,,
1563,53.301694,0.060644722,,,,,
1564,53.354492,0.060705017,,,,,
1565,52.949706,0.060242758,,,,,
1566,53.301694,0.060644722,,,,,
1567,52.949706,0.060242758,,,,,
1568,52.949706,0.060242758,,,,,
1569,53.301694,0.060644722,,,,,
1570,52.967305,0.060262855,,,,,
1571,52.932107,0.06022266,,,,,
1572,52.967305,0.060262855,,,,,
1573,53.301694,0.060644722,,,,,
1574,53.266495,0.060604526,,,,,
1575,52.914507,0.060202561,,,,,
1576,52.932107,0.06022266,,,,,
1577,53.231296,0.060564329,,,,,
1578,53.231296,0.060564329,,,,,
1579,53.248896,0.060584428,,,,,
1580,52.896908,0.060182463,,,,,
1581,52.914507,0.060202561,,,,,
1582,53.1257,0.06044374,,,,,
1583,53.301694,0.060644722,,,,,
1584,52.914507,0.060202561,,,,,
1585,52.896908,0.060182463,,,,,
1586,52.896908,0.060182463,,,,,
1587,53.301694,0.060644722,,,,,
1588,52.879309,0.060162365,,,,,
1589,53.213697,0.060544231,,,,,
1590,52.861709,0.060142267,,,,,
1591,53.248896,0.060584428,,,,,
1592,53.248896,0.060584428,,,,,
1593,52.861709,0.060142267,,,,,
1594,52.84411,0.060122169,,,,,
1595,52.879309,0.060162365,,,,,
1596,53.178498,0.060504034,,,,,
1597,52.861709,0.060142267,,,,,
1598,52.861709,0.060142267,,,,,
1599,52.879309,0.060162365,,,,,
1600,53.055302,0.060363347,,,,,
1601,53.143299,0.060463838,,,,,
1602,52.84411,0.060122169,,,,,
1603,53.248896,0.060584428,,,,,
1604,53.284094,0.060624623,,,,,
1605,53.248896,0.060584428,,,,,
1606,52.82651,0.06010207,,,,,
1607,52.82651,0.06010207,,,,,
1608,53.143299,0.060463838,,,,,
1609,52.808911,0.060081972,,,,,
1610,52.82651,0.06010207,,,,,
1611,53.213697,0.060544231,,,,,
1612,52.808911,0.060081972,,,,,
1613,53.196097,0.060524132,,,,,
1614,52.808911,0.060081972,,,,,
1615,52.808911,0.060081972,,,,,
1616,52.82651,0.06010207,,,,,
1617,53.143299,0.060463838,,,,,
1618,53.160899,0.060483937,,,,,
1619,52.791312,0.060061874,,,,,
1620,52.82651,0.06010207,,,,,
1621,53.143299,0.060463838,,,,,
1622,52.82651,0.06010207,,,,,
1623,53.196097,0.060524132,,,,,
1624,52.808911,0.060081972,,,,,
1625,52.808911,0.060081972,,,,,
1626,53.178498,0.060504034,,,,,
1627,52.791312,0.060061874,,,,,
1628,53.178498,0.060504034,,,,,
1629,53.178498,0.060504034,,,,,
1630,53.178498,0.060504034,,,,,
1631,53.213697,0.060544231,,,,,
1632,52.82651,0.06010207,,,,,
1633,52.984905,0.060282954,,,,,
1634,52.861709,0.060142267,,,,,
1635,53.196097,0.060524132,,,,,
1636,53.178498,0.060504034,,,,,
1637,52.808911,0.060081972,,,,,
1638,52.82651,0.06010207,,,,,
1639,52.82651,0.06010207,,,,,
1640,53.143299,0.060463838,,,,,
1641,53.160899,0.060483937,,,,,
1642,53.213697,0.060544231,,,,,
1643,53.213697,0.060544231,,,,,
1644,52.82651,0.06010207,,,,,
1645,53.178498,0.060504034,,,,,
1646,52.84411,0.060122169,,,,,
1647,53.160899,0.060483937,,,,,
1648,53.196097,0.060524132,,,,,
1649,52.82651,0.06010207,,,,,
1650,52.84411,0.060122169,,,,,
1651,53.231296,0.060564329,,,,,
1652,52.84411,0.060122169,,,,,
1653,52.808911,0.060081972,,,,,
1654,53.143299,0.060463838,,,,,
1655,52.861709,0.060142267,,,,,
1656,52.84411,0.060122169,,,,,
1657,52.861709,0.060142267,,,,,
1658,52.879309,0.060162365,,,,,
1659,53.178498,0.060504034,,,,,
1660,53.231296,0.060564329,,,,,
1661,53.231296,0.060564329,,,,,
1662,53.178498,0.060504034,,,,,
1663,53.213697,0.060544231,,,,,
1664,53.213697,0.060544231,,,,,
1665,52.861709,0.060142267,,,,,
1666,53.178498,0.060504034,,,,,
1667,52.879309,0.060162365,,,,,
1668,52.896908,0.060182463,,,,,
1669,52.879309,0.060162365,,,,,
1670,53.284094,0.060624623,,,,,
1671,52.861709,0.060142267,,,,,
1672,53.248896,0.060584428,,,,,
1673,52.914507,0.060202561,,,,,
1674,53.231296,0.060564329,,,,,
1675,53.266495,0.060604526,,,,,
1676,53.213697,0.060544231,,,,,
1677,52.949706,0.060242758,,,,,
1678,53.284094,0.060624623,,,,,
1679,52.949706,0.060242758,,,,,
1680,53.284094,0.060624623,,,,,
1681,52.932107,0.06022266,,,,,
1682,52.932107,0.06022266,,,,,
1683,53.284094,0.060624623,,,,,
1684,53.336893,0.060684919,,,,,
1685,52.967305,0.060262855,,,,,
1686,52.932107,0.06022266,,,,,
1687,52.984905,0.060282954,,,,,
1688,53.301694,0.060644722,,,,,
1689,53.336893,0.060684919,,,,,
1690,53.213697,0.060544231,,,,,
1691,52.967305,0.060262855,,,,,
1692,52.967305,0.060262855,,,,,
1693,53.002504,0.060303052,,,,,
1694,53.020104,0.060323151,,,,,
1695,53.020104,0.060323151,,,,,
1696,53.002504,0.060303052,,,,,
1697,53.372091,0.060725115,,,,,
1698,53.037703,0.060343249,,,,,
1699,52.984905,0.060282954,,,,,
1700,53.40729,0.060765311,,,,,
1701,53.002504,0.060303052,,,,,
1702,53.442489,0.060805508,,,,,
1703,53.301694,0.060644722,,,,,
1704,53.354492,0.060705017,,,,,
1705,53.495287,0.060865802,,,,,
1706,53.460088,0.060825606,,,,,
1707,53.40729,0.060765311,,,,,
1708,53.389691,0.060745213,,,,,
1709,53.090501,0.060403543,,,,,
1710,53.072902,0.060383446,,,,,
1711,53.389691,0.060745213,,,,,
1712,53.090501,0.060403543,,,,,
1713,53.40729,0.060765311,,,,,
1714,53.389691,0.060745213,,,,,
1715,53.1257,0.06044374,,,,,
1716,53.108101,0.060423642,,,,,
1717,53.108101,0.060423642,,,,,
1718,53.495287,0.060865802,,,,,
1719,53.160899,0.060483937,,,,,
1720,53.1257,0.06044374,,,,,
1721,53.565685,0.060946196,,,,,
1722,53.143299,0.060463838,,,,,
1723,53.548085,0.060926097,,,,,
1724,53.160899,0.060483937,,,,,
1725,53.548085,0.060926097,,,,,
1726,53.530486,0.060905999,,,,,
1727,53.583284,0.060966294,,,,,
1728,53.530486,0.060905999,,,,,
1729,53.548085,0.060926097,,,,,
1730,53.196097,0.060524132,,,,,
1731,53.248896,0.060584428,,,,,
1732,53.600883,0.060986391,,,,,
1733,53.583284,0.060966294,,,,,
1734,53.231296,0.060564329,,,,,
1735,53.583284,0.060966294,,,,,
1736,53.636082,0.061026588,,,,,
1737,53.231296,0.060564329,,,,,
1738,53.600883,0.060986391,,,,,
1739,53.636082,0.061026588,,,,,
1740,53.284094,0.060624623,,,,,
1741,53.530486,0.060905999,,,,,
1742,53.618483,0.06100649,,,,,
1743,53.319293,0.06066482,,,,,
1744,53.68888,0.061086883,,,,,
1745,53.724079,0.061127079,,,,,
1746,53.671281,0.061066785,,,,,
1747,53.600883,0.060986391,,,,,
1748,53.354492,0.060705017,,,,,
1749,53.671281,0.061066785,,,,,
1750,53.354492,0.060705017,,,,,
1751,53.336893,0.060684919,,,,,
1752,53.372091,0.060725115,,,,,
1753,53.724079,0.061127079,,,,,
1754,53.776877,0.061187374,,,,,
1755,53.336893,0.060684919,,,,,
1756,53.40729,0.060765311,,,,,
1757,53.40729,0.060765311,,,,,
1758,53.460088,0.060825606,,,,,
1759,53.40729,0.060765311,,,,,
1760,53.424889,0.060785409,,,,,
1761,53.424889,0.060785409,,,,,
1762,53.424889,0.060785409,,,,,
1763,53.794477,0.061207473,,,,,
1764,53.97047,0.061408454,,,,,
1765,53.442489,0.060805508,,,,,
1766,53.477688,0.060845705,,,,,
1767,53.495287,0.060865802,,,,,
1768,53.495287,0.060865802,,,,,
1769,53.812076,0.06122757,,,,,
1770,53.98807,0.061428553,,,,,
1771,53.495287,0.060865802,,,,,
1772,53.812076,0.06122757,,,,,
1773,53.512886,0.0608859,,,,,
1774,53.530486,0.060905999,,,,,
1775,53.847275,0.061267767,,,,,
1776,53.530486,0.060905999,,,,,
1777,53.847275,0.061267767,,,,,
1778,53.565685,0.060946196,,,,,
1779,53.565685,0.060946196,,,,,
1780,53.565685,0.060946196,,,,,
1781,53.583284,0.060966294,,,,,
1782,53.565685,0.060946196,,,,,
1783,53.952871,0.061388356,,,,,
1784,53.583284,0.060966294,,,,,
1785,53.600883,0.060986391,,,,,
1786,53.97047,0.061408454,,,,,
1787,53.583284,0.060966294,,,,,
1788,53.636082,0.061026588,,,,,
1789,53.618483,0.06100649,,,,,
1790,54.023269,0.06146875,,,,,
1791,54.040868,0.061488847,,,,,
1792,53.98807,0.061428553,,,,,
1793,53.671281,0.061066785,,,,,
1794,54.076067,0.061529044,,,,,
1795,53.68888,0.061086883,,,,,
1796,53.68888,0.061086883,,,,,
1797,53.68888,0.061086883,,,,,
1798,53.68888,0.061086883,,,,,
1799,53.70648,0.061106981,,,,,
1800,53.724079,0.061127079,,,,,
1801,53.70648,0.061106981,,,,,
1802,54.076067,0.061529044,,,,,
1803,53.741678,0.061147177,,,,,
1804,53.70648,0.061106981,,,,,
1805,54.040868,0.061488847,,,,,
1806,53.759278,0.061167276,,,,,
1807,53.759278,0.061167276,,,,,
1808,54.058467,0.061508945,,,,,
1809,54.093666,0.061549142,,,,,
1810,53.776877,0.061187374,,,,,
1811,54.146464,0.061609436,,,,,
1812,54.076067,0.061529044,,,,,
1813,53.794477,0.061207473,,,,,
1814,53.794477,0.061207473,,,,,
1815,53.794477,0.061207473,,,,,
1816,53.794477,0.061207473,,,,,
1817,54.164064,0.061629535,,,,,
1818,54.181663,0.061649633,,,,,
1819,53.864874,0.061287865,,,,,
1820,53.847275,0.061267767,,,,,
1821,54.199262,0.061669731,,,,,
1822,53.812076,0.06122757,,,,,
1823,53.864874,0.061287865,,,,,
1824,53.864874,0.061287865,,,,,
1825,54.199262,0.061669731,,,,,
1826,53.864874,0.061287865,,,,,
1827,53.864874,0.061287865,,,,,
1828,54.023269,0.06146875,,,,,
1829,54.216862,0.06168983,,,,,
1830,53.900073,0.061328062,,,,,
1831,54.181663,0.061649633,,,,,
1832,53.917672,0.061348159,,,,,
1833,54.216862,0.06168983,,,,,
1834,54.26966,0.061750124,,,,,
1835,54.216862,0.06168983,,,,,
1836,53.935272,0.061368258,,,,,
1837,53.97047,0.061408454,,,,,
1838,53.935272,0.061368258,,,,,
1839,53.952871,0.061388356,,,,,
1840,54.252061,0.061730027,,,,,
1841,54.252061,0.061730027,,,,,
1842,53.935272,0.061368258,,,,,
1843,54.287259,0.061770222,,,,,
1844,54.357657,0.061850616,,,,,
1845,53.97047,0.061408454,,,,,
1846,53.98807,0.061428553,,,,,
1847,54.322458,0.061810419,,,,,
1848,54.304859,0.061790321,,,,,
1849,54.340057,0.061830517,,,,,
1850,54.005669,0.061448651,,,,,
1851,54.005669,0.061448651,,,,,
1852,54.005669,0.061448651,,,,,
1853,54.023269,0.06146875,,,,,
1854,54.005669,0.061448651,,,,,
1855,54.357657,0.061850616,,,,,
1856,54.023269,0.06146875,,,,,
1857,54.005669,0.061448651,,,,,
1858,54.357657,0.061850616,,,,,
1859,54.058467,0.061508945,,,,,
1860,54.058467,0.061508945,,,,,
1861,54.058467,0.061508945,,,,,
1862,54.164064,0.061629535,,,,,
1863,54.410455,0.06191091,,,,,
1864,54.076067,0.061529044,,,,,
1865,54.040868,0.061488847,,,,,
1866,54.445654,0.061951107,,,,,
1867,54.076067,0.061529044,,,,,
1868,54.392856,0.061890812,,,,,
1869,54.058467,0.061508945,,,,,
1870,54.076067,0.061529044,,,,,
1871,54.076067,0.061529044,,,,,
1872,54.445654,0.061951107,,,,,
1873,54.093666,0.061549142,,,,,
1874,54.111265,0.06156924,,,,,
1875,54.463253,0.061971205,,,,,
1876,54.093666,0.061549142,,,,,
1877,54.076067,0.061529044,,,,,
1878,54.076067,0.061529044,,,,,
1879,54.111265,0.06156924,,,,,
1880,54.480853,0.061991304,,,,,
1881,54.128865,0.061589339,,,,,
1882,54.428054,0.061931008,,,,,
1883,54.480853,0.061991304,,,,,
1884,54.428054,0.061931008,,,,,
1885,54.111265,0.06156924,,,,,
1886,54.445654,0.061951107,,,,,
1887,54.428054,0.061931008,,,,,
1888,54.128865,0.061589339,,,,,
1889,54.445654,0.061951107,,,,,
1890,54.533651,0.062051598,,,,,
1891,54.146464,0.061609436,,,,,
1892,54.480853,0.061991304,,,,,
1893,54.146464,0.061609436,,,,,
1894,54.146464,0.061609436,,,,,
1895,54.498452,0.062011402,,,,,
1896,54.146464,0.061609436,,,,,
1897,54.146464,0.061609436,,,,,
1898,54.181663,0.061649633,,,,,
1899,54.181663,0.061649633,,,,,
1900,54.463253,0.061971205,,,,,
1901,54.164064,0.061629535,,,,,
1902,54.480853,0.061991304,,,,,
1903,54.480853,0.061991304,,,,,
1904,54.516051,0.062031499,,,,,
1905,54.128865,0.061589339,,,,,
1906,54.146464,0.061609436,,,,,
1907,54.164064,0.061629535,,,,,
1908,54.146464,0.061609436,,,,,
1909,54.55125,0.062071696,,,,,
1910,54.533651,0.062051598,,,,,
1911,54.392856,0.061890812,,,,,
1912,54.533651,0.062051598,,,,,
1913,54.516051,0.062031499,,,,,
1914,54.164064,0.061629535,,,,,
1915,54.146464,0.061609436,,,,,
1916,54.181663,0.061649633,,,,,
1917,54.181663,0.061649633,,,,,
1918,54.445654,0.061951107,,,,,
1919,54.410455,0.06191091,,,,,
1920,54.533651,0.062051598,,,,,
1921,54.674446,0.062212384,,,,,
1922,54.146464,0.061609436,,,,,
1923,54.146464,0.061609436,,,,,
1924,54.164064,0.061629535,,,,,
1925,54.164064,0.061629535,,,,,
1926,54.128865,0.061589339,,,,,
1927,54.463253,0.061971205,,,,,
1928,54.55125,0.062071696,,,,,
1929,54.146464,0.061609436,,,,,
1930,54.128865,0.061589339,,,,,
1931,54.164064,0.061629535,,,,,
1932,54.428054,0.061931008,,,,,
1933,54.445654,0.061951107,,,,,
1934,54.516051,0.062031499,,,,,
1935,54.146464,0.061609436,,,,,
1936,54.146464,0.061609436,,,,,
1937,54.128865,0.061589339,,,,,
1938,54.093666,0.061549142,,,,,
1939,54.480853,0.061991304,,,,,
1940,54.498452,0.062011402,,,,,
1941,54.146464,0.061609436,,,,,
1942,54.516051,0.062031499,,,,,
1943,54.463253,0.061971205,,,,,
1944,54.463253,0.061971205,,,,,
1945,54.111265,0.06156924,,,,,
1946,54.480853,0.061991304,,,,,
1947,54.164064,0.061629535,,,,,
1948,54.111265,0.06156924,,,,,
1949,54.093666,0.061549142,,,,,
1950,54.076067,0.061529044,,,,,
1951,54.463253,0.061971205,,,,,
1952,54.252061,0.061730027,,,,,
1953,54.56885,0.062091795,,,,,
1954,54.445654,0.061951107,,,,,
1955,54.093666,0.061549142,,,,,
1956,54.234461,0.061709928,,,,,
1957,54.093666,0.061549142,,,,,
1958,54.093666,0.061549142,,,,,
1959,54.392856,0.061890812,,,,,
1960,54.093666,0.061549142,,,,,
1961,54.445654,0.061951107,,,,,
1962,54.093666,0.061549142,,,,,
1963,54.076067,0.061529044,,,,,
1964,54.428054,0.061931008,,,,,
1965,54.076067,0.061529044,,,,,
1966,54.093666,0.061549142,,,,,
1967,54.392856,0.061890812,,,,,
1968,54.023269,0.06146875,,,,,
1969,54.040868,0.061488847,,,,,
1970,54.340057,0.061830517,,,,,
1971,54.392856,0.061890812,,,,,
1972,54.164064,0.061629535,,,,,
1973,54.023269,0.06146875,,,,,
1974,54.128865,0.061589339,,,,,
1975,54.023269,0.06146875,,,,,
1976,54.392856,0.061890812,,,,,
1977,54.357657,0.061850616,,,,,
1978,53.98807,0.061428553,,,,,
1979,54.005669,0.061448651,,,,,
1980,54.023269,0.06146875,,,,,
1981,53.98807,0.061428553,,,,,
1982,54.023269,0.06146875,,,,,
1983,54.005669,0.061448651,,,,,
1984,54.26966,0.061750124,,,,,
1985,54.340057,0.061830517,,,,,
1986,53.952871,0.061388356,,,,,
1987,53.97047,0.061408454,,,,,
1988,53.97047,0.061408454,,,,,
1989,54.287259,0.061770222,,,,,
1990,54.005669,0.061448651,,,,,
1991,53.97047,0.061408454,,,,,
1992,54.252061,0.061730027,,,,,
1993,53.935272,0.061368258,,,,,
1994,54.287259,0.061770222,,,,,
1995,53.935272,0.061368258,,,,,
1996,54.234461,0.061709928,,,,,
1997,53.917672,0.061348159,,,,,
1998,54.375256,0.061870714,,,,,
1999,53.900073,0.061328062,,,,,
2000,54.199262,0.061669731,,,,,
2001,53.882473,0.061307963,,,,,
2002,53.882473,0.061307963,,,,,
2003,53.900073,0.061328062,,,,,
2004,53.847275,0.061267767,,,,,
2005,53.864874,0.061287865,,,,,
2006,53.847275,0.061267767,,,,,
2007,53.847275,0.061267767,,,,,
2008,53.847275,0.061267767,,,,,
2009,54.076067,0.061529044,,,,,
2010,53.847275,0.061267767,,,,,
2011,53.812076,0.06122757,,,,,
2012,53.829675,0.061247668,,,,,
2013,53.812076,0.06122757,,,,,
2014,53.794477,0.061207473,,,,,
2015,54.164064,0.061629535,,,,,
2016,53.776877,0.061187374,,,,,
2017,53.776877,0.061187374,,,,,
2018,54.146464,0.061609436,,,,,
2019,53.759278,0.061167276,,,,,
2020,53.776877,0.061187374,,,,,
2021,53.776877,0.061187374,,,,,
2022,53.776877,0.061187374,,,,,
2023,54.058467,0.061508945,,,,,
2024,54.111265,0.06156924,,,,,
2025,53.724079,0.061127079,,,,,
2026,53.70648,0.061106981,,,,,
2027,54.023269,0.06146875,,,,,
2028,54.040868,0.061488847,,,,,
2029,53.724079,0.061127079,,,,,
2030,54.076067,0.061529044,,,,,
2031,54.076067,0.061529044,,,,,
2032,53.68888,0.061086883,,,,,
2033,53.98807,0.061428553,,,,,
2034,54.023269,0.06146875,,,,,
2035,54.023269,0.06146875,,,,,
2036,54.005669,0.061448651,,,,,
2037,53.98807,0.061428553,,,,,
2038,53.636082,0.061026588,,,,,
2039,54.058467,0.061508945,,,,,
2040,53.671281,0.061066785,,,,,
2041,54.005669,0.061448651,,,,,
2042,53.952871,0.061388356,,,,,
2043,53.618483,0.06100649,,,,,
2044,53.618483,0.06100649,,,,,
2045,53.97047,0.061408454,,,,,
2046,53.900073,0.061328062,,,,,
2047,53.68888,0.061086883,,,,,
2048,53.900073,0.061328062,,,,,
2049,53.565685,0.060946196,,,,,
2050,53.600883,0.060986391,,,,,
2051,53.565685,0.060946196,,,,,
2052,53.882473,0.061307963,,,,,
2053,53.900073,0.061328062,,,,,
2054,53.548085,0.060926097,,,,,
2055,53.495287,0.060865802,,,,,
2056,53.530486,0.060905999,,,,,
2057,53.882473,0.061307963,,,,,
2058,53.495287,0.060865802,,,,,
2059,53.847275,0.061267767,,,,,
2060,53.935272,0.061368258,,,,,
2061,53.829675,0.061247668,,,,,
2062,53.460088,0.060825606,,,,,
2063,53.460088,0.060825606,,,,,
2064,53.759278,0.061167276,,,,,
2065,53.477688,0.060845705,,,,,
2066,53.741678,0.061147177,,,,,
2067,53.460088,0.060825606,,,,,
2068,53.40729,0.060765311,,,,,
2069,53.460088,0.060825606,,,,,
2070,53.424889,0.060785409,,,,,
2071,53.40729,0.060765311,,,,,
2072,53.70648,0.061106981,,,,,
2073,53.812076,0.06122757,,,,,
2074,53.40729,0.060765311,,,,,
2075,53.741678,0.061147177,,,,,
2076,53.389691,0.060745213,,,,,
2077,53.477688,0.060845705,,,,,
2078,53.68888,0.061086883,,,,,
2079,53.372091,0.060725115,,,,,
2080,53.671281,0.061066785,,,,,
2081,53.354492,0.060705017,,,,,
2082,53.653681,0.061046686,,,,,
2083,53.636082,0.061026588,,,,,
2084,53.319293,0.06066482,,,,,
2085,53.70648,0.061106981,,,,,
2086,53.671281,0.061066785,,,,,
2087,53.284094,0.060624623,,,,,
2088,53.653681,0.061046686,,,,,
2089,53.600883,0.060986391,,,,,
2090,53.530486,0.060905999,,,,,
2091,53.266495,0.060604526,,,,,
2092,53.266495,0.060604526,,,,,
2093,53.636082,0.061026588,,,,,
2094,53.512886,0.0608859,,,,,
2095,53.460088,0.060825606,,,,,
2096,53.231296,0.060564329,,,,,
2097,53.600883,0.060986391,,,,,
2098,53.213697,0.060544231,,,,,
2099,53.600883,0.060986391,,,,,
2100,53.196097,0.060524132,,,,,
2101,53.196097,0.060524132,,,,,
2102,53.565685,0.060946196,,,,,
2103,53.213697,0.060544231,,,,,
2104,53.424889,0.060785409,,,,,
2105,53.160899,0.060483937,,,,,
2106,53.512886,0.0608859,,,,,
2107,53.160899,0.060483937,,,,,
2108,53.512886,0.0608859,,,,,
2109,53.442489,0.060805508,,,,,
2110,53.495287,0.060865802,,,,,
2111,53.1257,0.06044374,,,,,
2112,53.1257,0.06044374,,,,,
2113,53.495287,0.060865802,,,,,
2114,53.143299,0.060463838,,,,,
2115,53.108101,0.060423642,,,,,
2116,53.460088,0.060825606,,,,,
2117,53.442489,0.060805508,,,,,
2118,53.108101,0.060423642,,,,,
2119,53.442489,0.060805508,,,,,
2120,53.424889,0.060785409,,,,,
2121,53.090501,0.060403543,,,,,
2122,53.037703,0.060343249,,,,,
2123,53.055302,0.060363347,,,,,
2124,53.055302,0.060363347,,,,,
2125,53.055302,0.060363347,,,,,
2126,53.037703,0.060343249,,,,,
2127,53.40729,0.060765311,,,,,
2128,53.037703,0.060343249,,,,,
2129,53.319293,0.06066482,,,,,
2130,53.002504,0.060303052,,,,,
2131,53.037703,0.060343249,,,,,
2132,53.002504,0.060303052,,,,,
2133,53.354492,0.060705017,,,,,
2134,53.020104,0.060323151,,,,,
2135,53.002504,0.060303052,,,,,
2136,53.002504,0.060303052,,,,,
2137,53.336893,0.060684919,,,,,
2138,53.301694,0.060644722,,,,,
2139,53.336893,0.060684919,,,,,
2140,52.984905,0.060282954,,,,,
2141,53.354492,0.060705017,,,,,
2142,53.020104,0.060323151,,,,,
2143,53.284094,0.060624623,,,,,
2144,52.949706,0.060242758,,,,,
2145,52.949706,0.060242758,,,,,
2146,52.949706,0.060242758,,,,,
2147,52.932107,0.06022266,,,,,
2148,53.266495,0.060604526,,,,,
2149,53.372091,0.060725115,,,,,
2150,53.266495,0.060604526,,,,,
2151,52.914507,0.060202561,,,,,
2152,53.248896,0.060584428,,,,,
2153,52.949706,0.060242758,,,,,
2154,52.949706,0.060242758,,,,,
2155,52.896908,0.060182463,,,,,
2156,52.896908,0.060182463,,,,,
2157,53.231296,0.060564329,,,,,
2158,52.896908,0.060182463,,,,,
2159,52.896908,0.060182463,,,,,
2160,52.896908,0.060182463,,,,,
2161,52.879309,0.060162365,,,,,
2162,52.896908,0.060182463,,,,,
2163,53.266495,0.060604526,,,,,
2164,52.879309,0.060162365,,,,,
2165,52.896908,0.060182463,,,,,
2166,52.861709,0.060142267,,,,,
2167,52.879309,0.060162365,,,,,
2168,52.861709,0.060142267,,,,,
2169,52.879309,0.060162365,,,,,
2170,52.896908,0.060182463,,,,,
2171,52.861709,0.060142267,,,,,
2172,52.879309,0.060162365,,,,,
2173,52.861709,0.060142267,,,,,
2174,53.143299,0.060463838,,,,,
2175,53.213697,0.060544231,,,,,
2176,52.861709,0.060142267,,,,,
2177,52.84411,0.060122169,,,,,
2178,53.160899,0.060483937,,,,,
2179,52.861709,0.060142267,,,,,
2180,52.84411,0.060122169,,,,,
2181,53.178498,0.060504034,,,,,
2182,52.808911,0.060081972,,,,,
2183,53.108101,0.060423642,,,,,
2184,53.213697,0.060544231,,,,,
2185,53.160899,0.060483937,,,,,
2186,52.808911,0.060081972,,,,,
2187,53.196097,0.060524132,,,,,
2188,52.82651,0.06010207,,,,,
2189,52.808911,0.060081972,,,,,
2190,52.949706,0.060242758,,,,,
2191,52.808911,0.060081972,,,,,
2192,53.196097,0.060524132,,,,,
2193,53.178498,0.060504034,,,,,
2194,52.808911,0.060081972,,,,,
2195,52.984905,0.060282954,,,,,
2196,53.178498,0.060504034,,,,,
2197,52.82651,0.06010207,,,,,
2198,52.82651,0.06010207,,,,,
2199,53.143299,0.060463838,,,,,
2200,52.82651,0.06010207,,,,,
2201,53.160899,0.060483937,,,,,
2202,52.82651,0.06010207,,,,,
2203,53.160899,0.060483937,,,,,
2204,52.791312,0.060061874,,,,,
2205,52.82651,0.06010207,,,,,
2206,53.143299,0.060463838,,,,,
2207,52.808911,0.060081972,,,,,
2208,53.160899,0.060483937,,,,,
2209,52.773712,0.060041775,,,,,
2210,53.108101,0.060423642,,,,,
2211,53.108101,0.060423642,,,,,
2212,52.773712,0.060041775,,,,,
2213,52.808911,0.060081972,,,,,
2214,52.808911,0.060081972,,,,,
2215,53.178498,0.060504034,,,,,
2216,52.791312,0.060061874,,,,,
2217,52.773712,0.060041775,,,,,
2218,52.791312,0.060061874,,,,,
2219,53.178498,0.060504034,,,,,
2220,52.791312,0.060061874,,,,,
2221,52.791312,0.060061874,,,,,
2222,53.354492,0.060705017,,,,,
2223,53.108101,0.060423642,,,,,
2224,53.1257,0.06044374,,,,,
2225,53.160899,0.060483937,,,,,
2226,52.82651,0.06010207,,,,,
2227,52.82651,0.06010207,,,,,
2228,52.84411,0.060122169,,,,,
2229,52.808911,0.060081972,,,,,
2230,52.808911,0.060081972,,,,,
2231,52.82651,0.06010207,,,,,
2232,53.1257,0.06044374,,,,,
2233,53.160899,0.060483937,,,,,
2234,52.82651,0.06010207,,,,,
2235,52.82651,0.06010207,,,,,
2236,52.82651,0.06010207,,,,,
2237,53.143299,0.060463838,,,,,
2238,52.84411,0.060122169,,,,,
2239,53.108101,0.060423642,,,,,
2240,52.82651,0.06010207,,,,,
2241,52.808911,0.060081972,,,,,
2242,52.84411,0.060122169,,,,,
2243,53.143299,0.060463838,,,,,
2244,52.84411,0.060122169,,,,,
2245,52.861709,0.060142267,,,,,
2246,52.896908,0.060182463,,,,,
2247,53.231296,0.060564329,,,,,
2248,53.196097,0.060524132,,,,,
2249,53.160899,0.060483937,,,,,
2250,52.861709,0.060142267,,,,,
2251,53.160899,0.060483937,,,,,
